merchant_id,merchant_group_id,merchant_category_id,subsector_id,numerical_1,numerical_2,category_1,most_recent_sales_range,most_recent_purchases_range,avg_sales_lag3,avg_purchases_lag3,active_months_lag3,avg_sales_lag6,avg_purchases_lag6,active_months_lag6,avg_sales_lag12,avg_purchases_lag12,active_months_lag12,category_4,city_id,state_id,category_2
M_ID_1c7ade9df7,1348,80,37,-0.04755575,-0.05747065,N,C,C,0.97,1.02950076,3,1.02,1.09606657,6,1.04,1.12298285,12,N,261,9,1.0
M_ID_d8d3960076,21920,367,16,-0.03764084,-0.05747065,N,C,D,0.98,0.98748578,3,0.81,0.91410694,6,0.76,0.8910694,12,Y,88,16,1.0
M_ID_2f0a60b178,69767,307,19,-0.01781104,-0.05747065,N,C,D,0.94,1.05811623,3,0.98,1.15998664,6,1.03,1.30427522,12,N,-1,21,5.0
M_ID_1346809bce,11581,683,34,-0.05747065,-0.05747065,N,C,D,0.91,0.95075758,3,0.83,0.88636364,6,0.99,0.94488636,12,N,-1,16,1.0
M_ID_acf61cd4b2,25801,307,19,-0.05747065,-0.05747065,N,C,C,0.99,0.99643933,3,0.95,0.94727472,6,0.72,0.70398521,12,N,275,15,1.0
M_ID_e560f73c5d,49793,630,36,-0.05747065,-0.05747065,N,C,C,1.06,1.03563374,3,1.04,0.98297249,6,1.04,0.93166441,12,Y,17,22,4.0
M_ID_54aa7a0ad8,35,607,29,0.41844476,0.39861495,N,C,C,1.19,1.13747228,3,1.4,1.2655765,6,1.61,1.41865143,12,Y,277,13,4.0
M_ID_bc4268bf51,101926,307,19,-0.04755575,-0.04755575,N,C,C,1.05,1.0213536,3,0.92,0.96778864,6,0.81,0.91512848,12,N,-1,9,1.0
M_ID_09f8e2af9c,92722,222,21,-0.04755575,-0.04755575,N,C,D,1.12,0.97097097,3,1.18,0.99149149,6,1.19,1.02852853,12,N,210,16,1.0
M_ID_8a3960ab47,44741,298,10,-0.02772594,-0.02772594,N,C,D,1.17,1.17278287,3,1.12,1.20718654,6,1.14,1.33792049,12,Y,212,4,4.0
M_ID_4d7a03a08f,35567,705,33,-0.05747065,-0.05747065,N,C,C,1.01,0.9968254,3,1.03,1.02952381,6,1.02,1.01166667,12,N,34,12,1.0
M_ID_5551d6ab83,2382,884,27,-0.05747065,-0.05747065,N,C,D,1.11,1.13005464,3,1.07,1.20765027,6,1.22,1.39726776,12,N,297,9,1.0
M_ID_f852b552a2,86957,278,37,-0.05747065,-0.05747065,N,C,C,1.01,0.99189364,3,0.99,0.9653048,6,0.99,0.96838521,12,Y,76,2,3.0
M_ID_157b719932,35,273,20,0.64648756,0.64648756,Y,C,D,0.91,1.03670277,3,0.99,1.1387485,6,1.22,1.54184287,12,Y,-1,-1,
M_ID_ef4f2f3865,84305,130,41,-0.00789613,-0.04755575,N,C,D,0.96,0.94742063,3,0.76,0.75644841,6,0.64,0.5922619,12,Y,212,4,4.0
M_ID_121608c6c1,43529,307,19,-0.05747065,-0.05747065,N,C,D,0.99,0.98165138,3,0.98,1.06972477,6,0.89,1.05412844,12,N,-1,17,3.0
M_ID_a1e9ec1cf7,48342,307,19,-0.03764084,-0.05747065,N,C,D,1.19,1.200783,3,1.39,1.40380313,6,1.44,1.49147092,12,N,-1,16,1.0
M_ID_eb75353f73,25961,278,37,-0.03764084,-0.03764084,N,C,D,1.07,1.02404159,3,1.03,1.06790123,6,1.02,1.09762833,12,Y,4,10,2.0
M_ID_7478c52f51,8280,278,37,0.02184858,-0.01781104,N,C,C,0.97,0.99557848,3,0.93,0.92409727,6,1.0,0.96032916,12,Y,17,22,4.0
M_ID_5889bcbf4e,1709,80,37,-0.00789613,-0.05747065,N,C,C,1.07,1.08149667,3,1.18,1.18417905,6,1.24,1.25457031,12,Y,17,22,4.0
M_ID_4c7a5cc814,434,489,16,-0.04755575,-0.05747065,N,C,D,1.0,0.99487179,3,0.97,0.96153846,6,0.93,0.90641026,12,N,231,9,1.0
M_ID_03901afa5c,49991,705,33,-0.04755575,-0.04755575,N,C,C,0.83,0.88415673,3,0.82,0.8483816,6,0.81,0.83858603,12,Y,69,9,1.0
M_ID_22662705bd,35,38,7,0.31929571,0.31929571,N,C,D,0.95,0.96481876,3,0.98,0.95799574,6,1.01,0.97271804,12,Y,88,16,1.0
M_ID_519d923cbb,35,462,31,0.68614717,0.68614717,N,C,D,0.94,1.04835224,3,0.92,1.05140465,6,0.93,1.05999431,12,N,-1,4,4.0
M_ID_c815a0d7c6,35,108,34,0.15074234,0.15074234,N,C,C,0.85,0.89903556,3,0.76,0.85488246,6,0.78,0.86536819,12,N,47,16,1.0
M_ID_09d7faa169,103106,307,19,-0.05747065,-0.05747065,N,C,C,1.07,1.13866305,3,0.99,1.10049684,6,0.86,1.02201897,12,N,327,9,1.0
M_ID_433619c13c,32516,80,37,-0.04755575,-0.05747065,N,C,C,0.91,0.938493,3,0.9,0.8930313,6,0.88,0.87501966,12,N,274,9,1.0
M_ID_789337a5c8,30224,307,19,-0.03764084,-0.04755575,N,C,C,0.94,0.99643766,3,0.91,0.98422392,6,0.89,0.98753181,12,N,-1,10,2.0
M_ID_bb2d0260b4,713,690,1,-0.05747065,-0.05747065,N,C,C,1.04,1.07451923,3,1.14,1.15745192,6,1.3,1.23778045,12,N,267,16,1.0
M_ID_40f6806623,72588,560,34,-0.04755575,-0.04755575,N,C,C,0.99,0.98585859,3,0.96,0.96565657,6,0.98,0.9801452,12,Y,17,22,4.0
M_ID_eff5d37d8d,42882,560,34,-0.04755575,-0.04755575,N,C,C,1.06,1.13072159,3,1.08,1.16491653,6,1.1,1.22341142,12,Y,17,22,4.0
M_ID_56af42c0ef,3648,278,37,0.03176349,0.03176349,N,C,C,1.17,1.14930217,3,1.16,1.09485557,6,1.14,1.09522071,12,Y,17,22,4.0
M_ID_e095a8c31c,35,2,20,0.41844476,0.40852985,N,C,D,1.12,1.18302829,3,1.18,1.23266778,6,1.18,1.20339598,12,N,24,9,1.0
M_ID_efd85d1f38,35,818,12,0.04167839,0.04167839,N,C,D,0.93,1.10970464,3,1.03,1.20499297,6,1.03,1.22315987,12,N,209,9,1.0
M_ID_b36ec44dfc,697,836,5,-0.05747065,-0.05747065,Y,C,D,1.09,1.05105105,3,1.04,0.96396396,6,0.97,0.86036036,12,Y,-1,-1,
M_ID_da2d4e529d,55701,278,37,-0.05747065,-0.05747065,N,C,C,1.04,0.99475066,3,1.12,1.05813648,6,1.22,1.18024934,12,N,-1,4,4.0
M_ID_0eab598367,89453,705,33,-0.05747065,-0.05747065,N,C,C,0.96,0.98924122,3,0.95,0.98027558,6,0.99,1.0064647,12,Y,69,9,1.0
M_ID_3c2f8664ac,47552,108,34,-0.04755575,-0.05747065,N,C,C,0.92,0.95672192,3,0.88,0.90868631,6,0.92,0.90362185,12,N,106,9,1.0
M_ID_0a4757f5c4,2547,607,29,-0.05747065,-0.05747065,Y,C,D,1.08,1.09401709,3,1.05,1.01538462,6,1.38,1.26880342,12,Y,-1,-1,
M_ID_cc3d4047d7,56358,705,33,-0.05747065,-0.05747065,N,C,C,0.93,0.94076956,3,0.81,0.85559879,6,0.73,0.81182447,12,N,-1,9,1.0
M_ID_68a9bf9f3f,5436,278,37,-0.01781104,-0.01781104,N,C,C,1.02,1.00097609,3,0.93,0.91007809,6,1.06,0.96828738,12,Y,69,9,1.0
M_ID_40a097c386,13770,68,27,-0.02772594,-0.02772594,N,C,D,0.79,0.91343669,3,0.62,0.75387597,6,0.78,0.96027132,12,N,337,20,5.0
M_ID_34dca7adab,90863,307,19,-0.04755575,-0.04755575,N,C,C,1.43,1.30305839,3,1.15,1.12279889,6,0.97,0.95983936,12,Y,277,13,4.0
M_ID_7ea0f59d89,45480,705,33,-0.04755575,-0.05747065,N,C,C,1.07,1.08705055,3,1.1,1.09462017,6,1.03,1.05528521,12,Y,158,15,1.0
M_ID_54bfeeec64,35,108,34,0.20031686,0.20031686,N,C,C,0.92,0.9723236,3,1.13,1.14118005,6,1.18,1.23355383,12,N,98,9,1.0
M_ID_2a98213526,4614,307,19,-0.03764084,-0.05747065,N,C,D,1.5,1.57228916,3,1.54,1.5813253,6,1.61,1.65712851,12,N,-1,9,1.0
M_ID_e6360e4918,44467,80,37,-0.05747065,-0.05747065,N,C,C,1.01,0.97961075,3,0.98,0.95659561,6,1.08,1.01791783,12,Y,69,9,1.0
M_ID_b4491a37dc,42244,278,37,-0.05747065,-0.05747065,N,C,D,0.88,0.92008412,3,0.78,0.82281809,6,0.8,0.87302839,12,Y,88,16,1.0
M_ID_cc5a0017fc,100062,437,15,-0.05747065,-0.05747065,N,C,C,1.03,0.92720607,3,0.9,0.82587065,6,0.92,0.7451558,12,Y,212,4,4.0
M_ID_453c9daf6d,9588,454,39,-0.04755575,-0.05747065,Y,C,B,0.98,0.99172525,3,0.96,0.99538664,6,0.97,1.0338679,12,Y,-1,-1,
M_ID_6a2d666205,31541,307,19,-0.05747065,-0.05747065,N,C,C,1.15,1.1097561,3,1.07,1.06947524,6,1.06,1.05266075,12,Y,-1,24,2.0
M_ID_10e3870913,85067,705,33,-0.05747065,-0.05747065,N,C,C,0.96,0.95959596,3,0.92,0.92461197,6,0.99,0.97080562,12,N,124,24,2.0
M_ID_6121e6a41f,1668,528,25,-0.04755575,-0.05747065,N,C,C,1.56,1.52517223,3,1.72,1.68150503,6,1.82,1.86797827,12,Y,87,11,3.0
M_ID_ea7a0ede97,10110,367,16,0.03176349,0.03176349,N,C,C,1.13,1.11526856,3,1.16,1.12009656,6,1.2,1.14602025,12,Y,158,15,1.0
M_ID_f4d04d02e6,35,884,27,0.48784909,0.48784909,N,C,D,1.0,1.05176768,3,1.08,1.13661616,6,1.08,1.06357624,12,N,44,5,5.0
M_ID_e5306c0e58,8737,367,16,-0.03764084,-0.04755575,N,C,C,0.98,0.98135399,3,0.82,0.81526104,6,0.97,0.9312249,12,N,9,16,1.0
M_ID_9b8badc38a,8080,793,38,-0.04755575,-0.05747065,N,C,E,1.27,1.03658537,3,0.98,1.02845528,6,0.95,0.92886179,12,N,8,12,1.0
M_ID_729dacac8e,56326,307,19,-0.04755575,-0.04755575,N,C,C,1.06,1.12941176,3,1.11,1.26238859,6,1.13,1.32620321,12,N,310,5,5.0
M_ID_f590c64357,35,667,21,0.30938081,0.30938081,N,C,D,0.85,0.94911504,3,0.95,1.12654867,6,1.0,1.22364798,12,Y,277,13,4.0
M_ID_068c9d183d,26881,779,27,-0.05747065,-0.05747065,N,C,D,0.95,0.9654321,3,0.92,1.02839506,6,0.93,1.15987654,12,N,60,16,1.0
M_ID_ed9669923e,35,842,37,0.31929571,0.31929571,N,C,C,1.09,1.09211531,3,1.26,1.13102329,6,1.3,1.17610924,12,N,216,20,5.0
M_ID_20ef241258,33642,278,37,-0.04755575,-0.04755575,N,C,C,1.04,1.02253302,3,1.07,1.07012432,6,1.08,1.11285936,12,N,274,9,1.0
M_ID_a4822a1d12,84363,278,37,-0.04755575,-0.04755575,N,C,D,1.11,1.01953125,3,1.11,1.02441406,6,1.14,1.03320312,12,Y,88,16,1.0
M_ID_49e4125968,108520,842,37,-0.05747065,-0.05747065,N,C,C,0.93,0.99502488,3,0.89,0.94705046,6,0.81,0.89294598,12,Y,17,22,4.0
M_ID_7a3c0df676,52458,40,21,-0.04755575,-0.04755575,N,C,D,0.87,0.90179806,3,0.83,0.81258645,6,0.71,0.69674965,12,Y,69,9,1.0
M_ID_958e54bb6d,8920,68,27,-0.04755575,-0.04755575,N,C,D,0.67,0.66013072,3,0.58,0.60457516,6,0.64,0.72657952,12,Y,212,4,4.0
M_ID_1cdf9bf1a7,35,769,32,0.44818947,0.44818947,N,C,D,1.4,1.25531915,3,1.59,1.41220871,6,1.74,1.5167795,12,Y,87,11,3.0
M_ID_2ae23d5009,1416,68,27,0.00201877,-0.04755575,N,C,D,0.9,0.95156695,3,0.86,1.02065527,6,1.11,1.14565527,12,Y,17,22,4.0
M_ID_5d0d50af71,44383,307,19,-0.05747065,-0.05747065,N,C,D,0.95,0.98434004,3,0.92,0.99328859,6,0.91,0.98587808,12,N,117,9,1.0
M_ID_4d5417c860,108914,19,36,-0.05747065,-0.05747065,N,C,D,0.66,0.75031686,3,0.51,0.69581749,6,0.58,0.89923954,12,Y,4,10,2.0
M_ID_1a0861fb53,110366,443,21,-0.05747065,-0.05747065,Y,C,D,0.83,0.95545315,3,0.85,1.00384025,6,0.92,1.08333333,12,Y,-1,-1,
M_ID_3038b49b80,29478,307,19,-0.05747065,-0.05747065,N,C,C,1.06,1.01167094,3,1.02,0.99288358,6,0.96,0.94022203,12,Y,-1,24,2.0
M_ID_ee292b6b92,83612,367,16,-0.05747065,-0.05747065,N,C,C,1.0,1.03718729,3,1.0,1.02749606,6,1.06,1.07758621,12,N,-1,5,5.0
M_ID_ed913ab66b,75390,307,19,-0.05747065,-0.05747065,N,C,C,1.01,1.10644258,3,0.97,1.06482593,6,0.93,1.03451381,12,N,304,20,5.0
M_ID_9b7efaf531,35,818,12,0.13091253,0.13091253,N,C,D,1.2,1.12736318,3,1.33,1.15323383,6,1.33,1.18686923,12,N,238,9,1.0
M_ID_a4a9c9447e,100745,278,37,-0.05747065,-0.05747065,N,C,D,0.9,0.98333333,3,0.89,0.98611111,6,1.01,1.16825397,12,N,333,9,1.0
M_ID_2081c339dd,23490,705,33,-0.01781104,-0.01781104,N,C,C,1.06,0.99179768,3,1.09,1.00848713,6,1.32,1.12576897,12,N,-1,9,1.0
M_ID_4f7b86d441,95200,278,37,-0.02772594,-0.02772594,N,C,D,0.82,0.85215054,3,0.73,0.78696237,6,0.72,0.7750336,12,Y,88,16,1.0
M_ID_f1dd526194,51309,307,19,-0.05747065,-0.05747065,N,C,D,1.12,1.1443246,3,1.14,1.21263482,6,1.05,1.16397021,12,N,-1,9,1.0
M_ID_7fa8bc4328,35,307,19,0.0615082,0.0615082,N,C,C,1.77,1.65004617,3,2.25,2.04613727,6,2.58,2.18229455,12,N,323,2,3.0
M_ID_d1f81a47ec,94969,307,19,-0.05747065,-0.05747065,N,C,C,1.13,1.14672169,3,1.14,1.19005044,6,1.03,1.14637781,12,Y,69,9,1.0
M_ID_c16c7e0f56,29585,367,16,-0.05747065,-0.05747065,N,C,C,1.04,1.10600707,3,1.05,1.13368669,6,1.07,1.09930801,12,N,-1,5,5.0
M_ID_698fd3ce32,9588,536,31,0.289551,-0.05747065,N,C,B,1.05,1.02656042,3,1.36,1.41824369,6,3.46,3.47426959,12,Y,160,21,5.0
M_ID_49cef6d3ba,90428,705,33,-0.03764084,-0.03764084,N,C,C,0.93,0.88748628,3,0.92,0.83433955,6,0.92,0.83222039,12,N,248,15,1.0
M_ID_a67a0e13be,10199,367,16,-0.04755575,-0.05747065,N,C,C,0.97,0.97569444,3,0.93,0.97291667,6,0.83,0.89288194,12,N,44,5,5.0
M_ID_ea8035008b,35,506,30,0.35895533,0.35895533,N,C,D,1.08,1.08183633,3,1.07,1.10928144,6,1.19,1.16819759,12,N,261,9,1.0
M_ID_f09f6af7ee,35,273,20,0.37878514,0.27963609,N,C,D,0.99,1.07413601,3,0.9,1.05752508,6,0.85,0.98093247,12,N,-1,17,3.0
M_ID_a38f2c8cb3,11604,705,33,-0.04755575,-0.05747065,N,C,C,0.96,0.95765556,3,1.04,0.99573974,6,1.21,1.11244513,12,N,191,9,1.0
M_ID_f46301fed9,434,506,30,0.00201877,-0.02772594,Y,C,D,0.98,1.09661836,3,2.25,4.08816425,6,2.95,5.66216513,12,Y,-1,-1,
M_ID_7868435127,35,437,15,0.23997648,0.23997648,N,C,C,1.11,1.06522748,3,1.2,1.06371866,6,1.2,1.07733287,12,N,340,9,1.0
M_ID_2bd9e6fd78,35,793,38,0.26972119,0.21023176,N,C,D,0.93,0.99361022,3,0.85,0.97859425,6,0.86,1.00383029,12,Y,161,3,3.0
M_ID_3385179898,40919,278,37,-0.03764084,-0.03764084,N,C,D,0.9,0.97541966,3,0.98,1.04706235,6,0.95,1.03791966,12,Y,158,15,1.0
M_ID_71dfd5be0c,68003,307,19,-0.05747065,-0.05747065,N,C,D,1.04,1.11604096,3,1.07,1.19397042,6,1.0,1.11774744,12,N,-1,9,1.0
M_ID_eab80330f9,28410,307,19,-0.05747065,-0.05747065,N,C,C,0.91,0.96502732,3,0.99,1.05701275,6,0.99,1.07149362,12,N,347,20,5.0
M_ID_4ded5c3ee3,45586,80,37,-0.04755575,-0.04755575,N,C,C,0.97,0.99309416,3,0.95,0.99048341,6,0.95,1.00892707,12,Y,87,11,3.0
M_ID_10893c7402,35,506,30,0.49776399,0.49776399,N,C,C,0.98,1.00610221,3,1.08,1.06102212,6,1.08,1.06353804,12,N,126,4,4.0
M_ID_b7e880598a,35,19,36,0.32921062,0.2994659,N,C,C,1.05,0.99064528,3,1.69,1.16895762,6,1.43,1.09599265,12,Y,30,17,3.0
M_ID_246b2f9372,8601,307,19,-0.05747065,-0.05747065,N,C,D,0.92,0.88583639,3,0.93,0.87789988,6,0.85,0.83714896,12,Y,1,12,1.0
M_ID_6c24f38bb8,65869,307,19,-0.02772594,-0.03764084,N,C,C,1.16,1.18040089,3,1.15,1.21696362,6,1.14,1.2112101,12,N,44,5,5.0
M_ID_e3ca0f1626,35,69,20,0.2994659,0.2994659,N,C,D,0.76,1.0,3,0.66,0.97142857,6,0.64,0.93001443,12,N,-1,15,1.0
M_ID_73f8d6dea3,342,307,19,-0.05747065,-0.05747065,N,C,D,1.2,1.25412015,3,1.2,1.29585327,6,1.2,1.34715577,12,N,325,9,1.0
M_ID_4fb998275f,10972,307,19,-0.05747065,-0.05747065,N,C,C,1.01,1.02038835,3,0.97,0.98106796,6,1.03,1.02920712,12,Y,87,11,3.0
M_ID_219e925c3b,4596,367,16,-0.01781104,-0.04755575,N,C,C,1.01,1.04551971,3,1.06,1.10770609,6,0.88,0.90439068,12,N,-1,13,4.0
M_ID_39e56ee4b8,434,506,30,-0.00789613,-0.02772594,N,C,D,1.01,1.03607843,3,0.94,1.01098039,6,1.07,1.14261438,12,N,261,9,1.0
M_ID_4f1f75733d,46576,683,34,-0.05747065,-0.05747065,N,C,C,0.94,0.95983005,3,0.97,0.96794129,6,1.04,0.99053689,12,N,299,9,1.0
M_ID_fd71f88bc4,60823,222,21,-0.04755575,-0.04755575,N,C,D,1.03,0.91812865,3,0.96,0.91739766,6,0.93,0.94517544,12,Y,88,16,1.0
M_ID_8ac0a258a8,81697,278,37,-0.01781104,-0.01781104,N,C,C,1.02,1.02647975,3,1.01,1.0334891,6,1.08,1.11494029,12,N,289,5,5.0
M_ID_ebe83d96e1,25951,884,27,-0.05747065,-0.05747065,N,C,C,0.9,0.95321637,3,0.82,0.93781676,6,1.24,1.34122807,12,N,283,9,1.0
M_ID_7381636e3d,3168,80,37,-0.00789613,-0.03764084,N,C,C,1.01,1.00299033,3,1.02,0.97810026,6,1.02,0.97282322,12,N,-1,16,1.0
M_ID_e68c7262d2,73577,278,37,-0.03764084,-0.03764084,N,C,C,1.04,1.03354179,3,1.07,1.0643358,6,1.1,1.09105552,12,Y,137,19,3.0
M_ID_0a5cfccfc5,35,178,29,0.86461545,0.86461545,N,C,C,1.23,1.2114383,3,1.37,1.28744992,6,1.42,1.31118387,12,N,115,9,1.0
M_ID_c19d8e9ce3,5441,422,27,-0.04755575,-0.05747065,N,C,D,0.81,0.83934426,3,0.69,0.8,6,0.87,1.01229508,12,N,117,9,1.0
M_ID_e70ac02165,22445,278,37,-0.04755575,-0.04755575,N,C,D,1.02,1.03527337,3,1.04,1.05467372,6,0.96,0.99669312,12,Y,30,17,3.0
M_ID_56624acb00,17426,45,18,-0.05747065,-0.05747065,N,C,D,0.93,0.95048041,3,0.86,0.93052476,6,0.84,0.94567627,12,N,117,9,1.0
M_ID_6eb399af8b,21745,748,29,-0.05747065,-0.05747065,Y,C,D,0.89,1.03571429,3,0.84,1.02827381,6,0.85,1.04464286,12,Y,-1,-1,
M_ID_058460abc4,35,511,7,1.6677227,1.6478929,N,C,C,1.09,1.07538641,3,1.15,1.11131525,6,1.12,1.09949053,12,N,97,3,3.0
M_ID_55a57c43f9,68929,454,39,-0.05747065,-0.05747065,N,C,B,1.01,1.01291612,3,0.93,0.96583321,6,0.85,0.91388848,12,Y,87,11,3.0
M_ID_230ccc3061,96698,307,19,-0.05747065,-0.05747065,N,C,C,1.34,1.29609145,3,1.26,1.31858407,6,1.27,1.35997419,12,N,327,9,1.0
M_ID_d99fbb8bcf,38965,108,34,-0.04755575,-0.05747065,N,C,C,1.01,0.99603175,3,0.95,0.93716931,6,0.94,0.90410053,12,N,323,2,3.0
M_ID_b5a88297fd,8173,367,16,-0.04755575,-0.04755575,N,C,C,0.99,0.99489144,3,0.94,0.97871435,6,0.91,0.96541081,12,N,323,2,3.0
M_ID_b7344835b3,54886,683,34,-0.05747065,-0.05747065,N,C,C,0.99,1.0679986,3,1.1,1.15212057,6,0.96,1.10392569,12,N,339,9,1.0
M_ID_8e7c676f6f,5749,842,37,-0.04755575,-0.04755575,N,C,D,1.09,1.09704641,3,1.1,1.13291139,6,1.16,1.23154008,12,Y,69,9,1.0
M_ID_fd91dc0b0d,36142,80,37,-0.04755575,-0.05747065,N,C,C,0.96,0.97919168,3,0.99,1.0010004,6,1.0,1.01490596,12,Y,137,19,3.0
M_ID_af17cfada9,28930,87,27,0.00201877,-0.02772594,N,C,E,0.95,1.08219178,3,0.92,1.24429224,6,0.96,1.29680365,12,Y,69,9,1.0
M_ID_7002414400,35,309,21,0.10116782,0.10116782,N,C,D,1.2,1.01877934,3,1.24,1.05432596,6,1.16,1.04059204,12,Y,161,3,3.0
M_ID_d21525271b,11647,307,19,-0.05747065,-0.05747065,N,C,C,1.13,1.07536974,3,1.23,1.17235495,6,1.08,1.04714164,12,N,-1,15,1.0
M_ID_3d4649a01c,4270,117,2,-0.01781104,-0.03764084,N,C,E,0.84,1.05485232,3,0.86,1.13924051,6,0.73,0.95253165,12,Y,25,7,3.0
M_ID_4b5d0433be,91125,307,19,-0.05747065,-0.05747065,N,C,D,0.7,0.80651341,3,0.78,0.86015326,6,0.88,0.90086207,12,N,-1,2,3.0
M_ID_d39b83a20f,5102,80,37,-0.04755575,-0.04755575,N,C,C,0.99,1.04462116,3,0.93,0.96388337,6,0.92,0.93555335,12,Y,17,22,4.0
M_ID_35898972ed,9588,454,39,0.05159329,-0.03764084,N,C,B,1.68,1.89478268,3,1.81,2.07390471,6,1.76,2.11447215,12,Y,160,21,5.0
M_ID_7578bffb67,35,443,21,0.20031686,0.20031686,Y,C,D,1.1,1.01184433,3,1.01,1.04027073,6,1.13,1.10543872,12,Y,-1,-1,
M_ID_e07cca6cfc,79712,19,36,-0.03764084,-0.04755575,N,C,C,0.93,0.9799253,3,1.1,1.0576564,6,0.98,0.98272642,12,N,-1,21,5.0
M_ID_157fac21e2,35,560,34,0.40852985,0.39861495,N,C,C,1.06,1.04384838,3,1.09,1.05302495,6,1.12,1.08190792,12,N,216,20,5.0
M_ID_ffcb3573f4,2382,769,32,-0.05747065,-0.05747065,N,C,D,1.33,1.03971631,3,1.36,1.05780142,6,1.51,1.22074468,12,Y,87,11,3.0
M_ID_9e0d5a9eff,68223,68,27,0.00201877,0.00201877,N,C,D,0.76,0.73385689,3,0.68,0.63917976,6,1.08,1.04842932,12,N,189,9,1.0
M_ID_ed89dbff65,16537,307,19,-0.05747065,-0.05747065,N,C,C,1.15,1.16739873,3,1.08,1.18228404,6,0.96,1.10761347,12,N,-1,13,4.0
M_ID_50a5779202,28078,307,19,-0.05747065,-0.05747065,N,C,C,1.09,1.07315144,3,1.16,1.15737446,6,1.19,1.20245156,12,N,-1,13,4.0
M_ID_370c660677,7531,80,37,-0.05747065,-0.05747065,N,C,C,1.04,1.07926546,3,1.02,1.0144119,6,0.98,0.9549047,12,N,51,16,1.0
M_ID_ab53249c06,325,769,32,-0.04755575,-0.05747065,N,C,D,0.91,0.83841463,3,0.87,0.78150407,6,0.95,0.80691057,12,Y,161,3,3.0
M_ID_7b2a13026c,6589,80,37,-0.01781104,-0.01781104,N,C,C,1.03,1.04597701,3,1.03,1.04070881,6,1.07,1.08548851,12,Y,17,22,4.0
M_ID_53078fb54f,2084,367,16,-0.05747065,-0.05747065,N,C,C,1.08,1.03647925,3,1.12,1.07881526,6,1.1,1.06844043,12,N,32,16,1.0
M_ID_5211d2edce,35,614,29,0.24989138,0.23997648,N,C,D,0.99,1.04244032,3,1.05,1.06419098,6,1.02,1.06396994,12,Y,4,10,2.0
M_ID_3a7e8256c9,9588,454,39,-0.05747065,-0.05747065,N,C,B,1.04,1.04266492,3,1.02,1.11489443,6,0.88,0.99145334,12,Y,251,8,3.0
M_ID_9382d933a6,2324,307,19,-0.05747065,-0.05747065,N,C,C,1.0,1.03045474,3,0.92,0.97830622,6,0.86,0.97580309,12,Y,143,5,5.0
M_ID_80cddfe7d3,50835,45,18,-0.05747065,-0.05747065,N,C,D,0.96,1.05934343,3,0.95,1.10606061,6,0.98,1.13888889,12,Y,17,22,4.0
M_ID_d55e1b5e69,20984,80,37,-0.02772594,-0.05747065,N,C,D,1.19,1.18165138,3,1.24,1.2235474,6,1.23,1.21207951,12,Y,158,15,1.0
M_ID_87835e9dac,6652,531,27,0.00201877,-0.05747065,N,C,D,0.85,0.88333333,3,0.76,0.86862745,6,0.88,0.95441176,12,Y,69,9,1.0
M_ID_ab67b206d5,31037,705,33,-0.05747065,-0.05747065,N,C,C,1.03,1.02220013,3,1.08,1.07339298,6,1.15,1.06088469,12,N,168,9,1.0
M_ID_3923ac1e70,46157,705,33,-0.05747065,-0.05747065,N,C,C,0.72,0.741527,3,0.71,0.72998138,6,0.76,0.80540037,12,N,-1,-1,
M_ID_013b36d4fb,53096,307,19,-0.05747065,-0.05747065,N,C,D,1.07,1.09215377,3,1.04,1.14112691,6,1.02,1.15587151,12,N,242,9,1.0
M_ID_c9aaefab67,8121,80,37,-0.00789613,-0.00789613,N,C,C,1.0,0.97756805,3,0.98,0.96389003,6,1.06,1.03549446,12,Y,158,15,1.0
M_ID_f33e5c9268,661,367,16,-0.05747065,-0.05747065,N,C,D,0.93,0.94774226,3,0.87,0.91146626,6,0.8,0.8571791,12,N,22,16,1.0
M_ID_7099b42038,106836,307,19,-0.04755575,-0.04755575,N,C,C,1.13,1.11247637,3,0.88,0.86531191,6,1.15,1.15619093,12,N,33,15,1.0
M_ID_e716ab49aa,99736,422,27,-0.00789613,-0.00789613,N,C,D,0.93,1.0382263,3,0.86,1.04663609,6,0.97,1.21062691,12,N,289,5,5.0
M_ID_64275d4df7,28789,560,34,-0.03764084,-0.03764084,N,C,C,0.92,0.95397538,3,0.87,0.90323323,6,0.88,0.91068347,12,Y,137,19,3.0
M_ID_63667963e4,325,414,29,-0.05747065,-0.05747065,N,C,D,1.06,1.02367942,3,0.96,1.01183971,6,1.15,1.17213115,12,N,22,16,1.0
M_ID_de42d5f605,91491,367,16,-0.04755575,-0.05747065,N,C,D,1.07,1.06143791,3,1.04,1.04019608,6,1.11,1.12075163,12,N,337,20,5.0
M_ID_5d9e6fd006,15909,367,16,-0.03764084,-0.05747065,N,C,C,0.96,1.00496205,3,0.92,0.96438996,6,0.89,0.96336836,12,N,261,9,1.0
M_ID_f915ed50d2,81721,705,33,-0.05747065,-0.05747065,N,C,C,1.1,1.05887561,3,1.23,1.15670651,6,1.18,1.07945994,12,N,-1,20,5.0
M_ID_caafe049a6,35,703,29,0.36887023,0.35895533,N,C,C,1.03,1.01513514,3,1.02,1.00866667,6,1.1,1.10286826,12,N,247,5,5.0
M_ID_b45847b1b5,67896,574,22,-0.05747065,-0.05747065,Y,C,D,0.78,0.78515625,3,0.69,0.68229167,6,0.57,0.57470703,12,Y,-1,-1,
